date;main_lvl;main_cmd;paul_lvl;paul_cmd;reduit_lvl;reduit_cmd;barbec_lvl;barbec_cmd
2023-07-27 17:26:59;2;True;2;False;2;False;3;False
2023-07-27 17:26:59;2;False;2;False;2;False;3;False
2023-07-27 17:40:14;2;False;2;False;2;False;3;False
2023-07-27 17:40:14;2;True;2;False;2;False;3;False
2023-07-27 17:44:28;2;True;2;False;2;False;3;False
2023-07-27 17:44:28;2;True;2;False;3;False;3;False
2023-07-27 17:48:06;2;True;2;False;3;False;3;False
2023-07-27 17:48:06;2;False;2;False;3;False;3;False
2023-07-27 17:48:58;2;False;2;False;3;False;3;False
2023-07-27 17:48:58;2;False;2;True;3;False;3;False
2023-07-27 17:53:36;2;False;2;True;3;False;3;False
2023-07-27 17:53:36;1;False;2;True;3;False;3;False
2023-07-27 17:53:59;1;False;2;True;3;False;3;False
2023-07-27 17:53:59;1;False;2;False;3;False;3;False
2023-07-27 17:57:59;1;False;2;False;3;False;3;False
2023-07-27 17:57:59;1;False;2;True;3;False;3;False
2023-07-27 17:59:38;1;False;2;True;3;False;3;False
2023-07-27 17:59:38;1;False;3;True;3;False;3;False
2023-07-27 18:01:46;1;False;3;True;3;False;3;False
2023-07-27 18:01:46;1;False;3;False;3;False;3;False
2023-07-27 23:38:16;1;False;3;False;3;False;3;False
2023-07-27 23:38:16;1;False;3;False;2;False;3;False
2023-07-28 23:32:07;1;False;3;False;2;False;3;False
2023-07-28 23:32:07;1;False;2;False;2;False;3;False
2023-07-29 17:06:12;1;False;2;False;2;False;3;False
2023-07-29 17:06:12;2;False;2;False;2;False;3;False
2023-07-30 01:34:52;2;False;2;False;2;False;3;False
2023-07-30 01:34:52;3;False;2;False;2;False;3;False
2023-07-30 11:03:12;3;False;2;False;2;False;3;False
2023-07-30 11:03:12;3;False;2;True;2;False;3;False
2023-07-30 11:05:42;3;False;2;True;2;False;3;False
2023-07-30 11:05:42;3;False;3;True;2;False;3;False
2023-07-30 11:08:12;3;False;3;True;2;False;3;False
2023-07-30 11:08:12;3;False;3;False;2;False;3;False
2023-07-30 11:10:10;3;False;3;False;2;False;3;False
2023-07-30 11:10:10;3;False;3;True;2;False;3;False
2023-07-30 11:11:27;3;False;3;True;2;False;3;False
2023-07-30 11:11:27;2;False;3;True;2;False;3;False
2023-07-30 11:12:10;2;False;3;True;2;False;3;False
2023-07-30 11:12:10;2;False;3;False;2;False;3;False
2023-07-30 11:12:44;2;False;3;False;2;False;3;False
2023-07-30 11:12:44;2;True;3;False;2;False;3;False
2023-07-30 11:17:44;2;True;3;False;2;False;3;False
2023-07-30 11:17:44;2;False;3;False;2;False;3;False
2023-07-30 11:21:12;2;False;3;False;2;False;3;False
2023-07-30 11:21:12;2;True;3;False;2;False;3;False
2023-07-30 11:26:12;2;True;3;False;2;False;3;False
2023-07-30 11:26:12;2;False;3;False;2;False;3;False
2023-07-30 11:26:26;2;False;3;False;2;False;3;False
2023-07-30 11:26:26;2;True;3;False;2;False;3;False
2023-07-30 11:31:27;2;True;3;False;2;False;3;False
2023-07-30 11:31:27;2;False;3;False;2;False;3;False
2023-07-30 11:44:01;2;False;3;False;2;False;3;False
2023-07-30 11:44:01;2;True;3;False;2;False;3;False
2023-07-30 11:44:51;2;True;3;False;2;False;3;False
2023-07-30 11:44:51;2;True;3;False;3;False;3;False
2023-07-30 11:49:01;2;True;3;False;3;False;3;False
2023-07-30 11:49:01;2;False;3;False;3;False;3;False
2023-07-30 23:10:47;2;False;3;False;3;False;3;False
2023-07-30 23:10:47;2;False;3;False;2;False;3;False
2023-07-31 22:57:35;2;False;3;False;2;False;3;False
2023-07-31 22:57:35;2;False;3;False;2;False;2;False
2023-08-01 14:02:12;2;False;3;False;2;False;2;False
2023-08-01 14:02:12;2;False;3;False;2;True;2;False
2023-08-01 14:12:53;2;False;3;False;2;True;2;False
2023-08-01 14:12:53;2;False;3;False;2;True;3;False
2023-08-01 14:17:12;2;False;3;False;2;True;3;False
2023-08-01 14:17:12;2;False;3;False;2;False;3;False
2023-08-01 23:06:14;2;False;3;False;2;False;3;False
2023-08-01 23:06:14;2;False;2;False;2;False;3;False
2023-08-03 11:45:30;2;False;2;False;2;False;3;False
2023-08-03 11:45:30;2;True;2;False;2;False;3;False
2023-08-03 12:00:31;2;True;2;False;2;False;3;False
2023-08-03 12:00:31;2;False;2;False;2;False;3;False
2023-08-03 13:25:09;2;False;2;False;2;False;3;False
2023-08-03 13:25:09;2;True;2;False;2;False;3;False
2023-08-03 13:29:08;2;True;2;False;2;False;3;False
2023-08-03 13:29:08;1;True;2;False;2;False;3;False
2023-08-03 13:40:09;1;True;2;False;2;False;3;False
2023-08-03 13:40:09;1;False;2;False;2;False;3;False
2023-08-03 14:03:45;1;False;2;False;2;False;3;False
2023-08-03 14:03:45;1;True;2;False;2;False;3;False
2023-08-03 14:18:45;1;True;2;False;2;False;3;False
2023-08-03 14:18:45;1;False;2;False;2;False;3;False
2023-08-03 16:31:04;1;False;2;False;2;False;3;False
2023-08-03 16:31:04;1;True;2;False;2;False;3;False
2023-08-03 16:35:34;1;True;2;False;2;False;3;False
2023-08-03 16:35:34;0;True;2;False;2;False;3;False
2023-08-03 16:46:04;0;True;2;False;2;False;3;False
2023-08-03 16:46:04;0;False;2;False;2;False;3;False
2023-08-03 23:30:35;0;False;2;False;2;False;3;False
2023-08-03 23:30:35;0;False;2;False;2;False;2;False
2023-08-04 09:48:52;0;False;2;False;2;False;2;False
2023-08-04 09:48:52;1;False;2;False;2;False;2;False
2023-08-04 10:53:08;1;False;2;False;2;False;2;False
2023-08-04 10:53:08;1;False;2;False;2;False;3;False
2023-08-04 11:41:48;1;False;2;False;2;False;3;False
2023-08-04 11:41:48;2;False;2;False;2;False;3;False
2023-08-04 12:38:15;2;False;2;False;2;False;3;False
2023-08-04 12:38:15;3;False;2;False;2;False;3;False
2023-08-04 12:41:46;3;False;2;False;2;False;3;False
2023-08-04 12:41:46;3;False;2;False;3;False;3;False
2023-08-04 14:21:06;3;False;2;False;3;False;3;False
2023-08-04 14:21:06;3;False;2;True;3;False;3;False
2023-08-04 14:25:15;3;False;2;True;3;False;3;False
2023-08-04 14:25:15;3;False;3;True;3;False;3;False
2023-08-04 14:26:06;3;False;3;True;3;False;3;False
2023-08-04 14:26:06;3;False;3;False;3;False;3;False
2023-08-04 23:11:55;3;False;3;False;3;False;3;False
2023-08-04 23:11:55;3;False;3;False;2;False;3;False
2023-08-04 23:13:20;3;False;3;False;2;False;3;False
2023-08-04 23:13:20;3;False;2;False;2;False;3;False
2023-08-04 23:13:52;3;False;2;False;2;False;3;False
2023-08-04 23:13:52;3;False;2;False;2;False;2;False
2023-08-05 11:03:30;3;False;2;False;2;False;2;False
2023-08-05 11:03:30;3;False;2;True;2;False;2;False
2023-08-05 11:03:37;3;False;2;True;2;False;2;False
2023-08-05 11:03:37;3;False;2;True;2;True;2;False
2023-08-05 11:04:09;3;False;2;True;2;True;2;False
2023-08-05 11:04:09;3;False;3;True;2;True;2;False
2023-08-05 11:05:17;3;False;3;True;2;True;2;False
2023-08-05 11:05:17;3;False;3;True;2;True;3;False
2023-08-05 11:05:29;3;False;3;True;2;True;3;False
2023-08-05 11:05:29;3;False;3;False;2;True;3;False
2023-08-05 11:08:37;3;False;3;False;2;True;3;False
2023-08-05 11:08:37;3;False;3;False;2;False;3;False
2023-08-05 11:10:20;3;False;3;False;2;False;3;False
2023-08-05 11:10:20;3;True;3;False;2;False;3;False
2023-08-05 11:11:27;3;True;3;False;2;False;3;False
2023-08-05 11:11:27;2;True;3;False;2;False;3;False
2023-08-05 11:25:19;2;True;3;False;2;False;3;False
2023-08-05 11:25:19;2;False;3;False;2;False;3;False
2023-08-05 11:28:02;2;False;3;False;2;False;3;False
2023-08-05 11:28:02;2;True;3;False;2;False;3;False
2023-08-05 11:32:55;2;True;3;False;2;False;3;False
2023-08-05 11:32:55;2;True;3;False;3;False;3;False
2023-08-05 11:33:09;2;True;3;False;3;False;3;False
2023-08-05 11:33:09;2;False;3;False;3;False;3;False
2023-08-05 11:33:17;2;False;3;False;3;False;3;False
2023-08-05 11:33:17;2;True;3;False;3;False;3;False
2023-08-05 11:35:16;2;True;3;False;3;False;3;False
2023-08-05 11:35:16;2;False;3;False;3;False;3;False
2023-08-05 17:12:39;2;False;3;False;3;False;3;False
2023-08-05 17:12:39;2;False;3;False;2;False;3;False
2023-08-05 18:09:15;2;False;3;False;2;False;3;False
2023-08-05 18:09:15;2;False;3;False;3;False;3;False
